Year,Month Reported,Category,Day of Week,Time of Day,Location,Bike Brand,Lock,Registered?,Property Value
16,March,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) BIKE RACKS,Firmstrong,Not Locked,Yes,60
16,December,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) BIKE RACKS,Micargi,U-Lock,Yes,70
16,September,theft bicycle,Unknown,Unknown,BUS LOOP ,Roxy,Not Locked,Yes,75
16,May,theft bicycle,Unknown,Unknown,SIERRA MADRE VILLAGE ,Raleigh,Cable Lock,No,80
16,January,theft bicycle,Unknown,Unknown,CUYAMA EXTERIOR BIKE RACK,Huffy,U-Lock,Yes,80
16,July,theft bicycle,Unknown,Unknown,SIERRA MADRE - STAFF APTS ,Next,Not Locked,Yes,90
16,May,theft bicycle,Unknown,Unknown,DEVEREUX CAMPUS Casa Belize,Specialized,Not Locked,No,100
16,October,theft bicycle,Unknown,Unknown,SIERRA MADRE VILLAGE (STUDENTS) ,Unknown,Cable Lock,No,130
16,July,theft bicycle,Unknown,Unknown,SAN CLEMENTE BIKE RACKS,Thruster Circuit,Cable Lock,No,150
16,September,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS ,Raleigh,Not Locked,No,150
16,February,theft bicycle,Unknown,Unknown,BUS LOOP ,Specialized,U-Lock,No,150
16,September,theft bicycle,Unknown,Unknown,BROIDA HALL ,Diamondback,Not Locked,Yes,150
16,July,theft bicycle,Unknown,Unknown,STUDENT RESOURCE BLDG AREA OF SAN NICHOLAS HALL,Genesis,Not Listed,No,160
16,September,theft bicycle,Unknown,Unknown,CUYAMA EXTERIOR BIKE RACK,6KU,U-Lock,Yes,160
16,July,theft bicycle,Unknown,Unknown,MUSIC RACKS,SKE,Cable Lock,No,165
16,July,theft bicycle,Unknown,Unknown,SANTA CRUZ RES HALL RACKS,Micargi Pantera,U-Lock,No,179
16,November,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) BIKE RACKS,Trek ,Cable Lock,Yes,180
16,March,theft bicycle,Unknown,Unknown,ARBOR ,SKU,U-Lock,No,182
16,July,theft bicycle,Unknown,Unknown,FSH STORKE FAMILY HOUSING 783,Torker,Cable Lock,No,200
16,May,theft bicycle,Unknown,Unknown,SAN RAFAEL RES HALL TOWER Bike racks,Fuji,Not Listed,No,200
16,July,theft bicycle,Unknown,Unknown,DONNER VILLAGE 4111,Fuji,Cable Lock,Yes,200
16,January,theft bicycle,Unknown,Unknown,SAN CLEMENTE BIKE RACKS NEAR DONNER,Trek 820,Cable Lock,Yes,200
16,February,theft bicycle,Unknown,Unknown,SAN RAFAEL RES HALL TOWER RACKS,Schwinn,U-Lock,Yes,200
16,April,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) ,Schwinn,U-Lock,Yes,200
16,March,theft bicycle,Unknown,Unknown,SAN NICOLAS RES HALL BIKE RACKS,Specialized,Not Listed,Yes,205
16,October,theft bicycle,Unknown,Unknown,SAN NICOLAS RES HALL BIKE RACKS,Unknown,U-Lock,No,215
16,October,theft bicycle,Unknown,Unknown,SAN RAFAEL RES HALL TOWER BIKE RACKS,North Rock,Cable Lock,Yes,215
16,October,theft bicycle,Unknown,Unknown,HARDER STADIUM/ MEREDITH FIELD stolen bicycle,Unknown,Chain Lock,Yes,215
16,January,theft bicycle,Unknown,Unknown,SAN MIGUEL RES HALL BIKE RACKS,Micargi,U-Lock,Yes,215
16,September,theft bicycle,Unknown,Unknown,MANZANITA VILLAGE BIKE RACKS NEXT TO RINCON HOUSE,Specialized,Not Listed,No,220
16,February,theft bicycle,Unknown,Unknown,BREN SCHOOL BIKE RACKS NEAR PL01,Caraci,Cable Lock,Yes,220
16,July,theft bicycle,Unknown,Unknown,MATERIAL RESEARCH LAB ,Hardrock,U-Lock,Yes,220
16,April,theft bicycle,Unknown,Unknown,SAN NICOLAS RES HALL BIKE RACK,Schwinn,Not Listed,Yes,225
16,October,theft bicycle,Unknown,Unknown,TECOLOTE EXTERIOR RACKS,Sku,Cable Lock,No,256
16,November,theft bicycle,Unknown,Unknown,DAVIDSON LIBRARY Davidson bike racks,Sku,U-Lock,No,264
16,February,theft bicycle,Unknown,Unknown,TROPICANA DEL NORTE BIKE RACKS,Motobecane,U-Lock,Yes,265
16,July,theft bicycle,Unknown,Unknown,NOBLE HALL ,Specialized,Cable Lock,No,270
16,February,theft bicycle,Unknown,Unknown,SANTA ROSA RES HALL BIKE RACKS,Micargi,U-Lock,Yes,275
16,June,theft bicycle,Unknown,Unknown,DE LA GUERRA west bike racks,Sku,Combo,No,280
16,July,theft bicycle,Unknown,Unknown,FSH STORKE FAMILY HOUSING 763,Trek 7.1 FX,Cable Lock,No,300
16,July,theft bicycle,Unknown,Unknown,ARROWHEAD VILLAGE RACKS,Trek,Combo,No,300
16,April,theft bicycle,Unknown,Unknown,SAN MIGUEL EXTERIOR RACKS,Unknown,Not Listed,No,300
16,December,theft bicycle,Unknown,Unknown,FSH STORKE FAMILY HOUSING ,Skykomish,Combo,Yes,315
16,November,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) RACKS,Sun,Combo,Yes,320
16,January,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) ,Specialized Hardrock,Cable Lock,Yes,325
16,April,theft bicycle,Unknown,Unknown,CENTRAL CAMPUS ,Fuji,U-Lock,Yes,325
16,November,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS ,Trek 3500,Cable Lock,Yes,330
16,July,theft bicycle,Unknown,Unknown,CASTAIC VILLAGE ,Giant,Cable Lock,No,340
16,August,theft bicycle,Unknown,Unknown,EMBARCADERO HALL 945,Electric,Cable Lock,Yes,350
16,November,theft bicycle,Unknown,Unknown,BROIDA HALL ,Retrospec,Not Listed,Yes,350
16,November,theft bicycle,Unknown,Unknown,BROIDA HALL ,SE Bikes,U-Lock,No,390
16,July,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS IFO 250,Diamondback,Not Listed,No,400
16,January,theft bicycle,Unknown,Unknown,TROPICANA DEL NORTE EXTERIOR BIKE RACK,Felt,Cable Lock,Yes,400
16,September,theft bicycle,Unknown,Unknown,STUDENT HEALTH BICYCLE RACKS,Micargi,U-Lock,No,410
16,September,theft bicycle,Unknown,Unknown,SAN RAFAEL RES HALL TOWER BIKE RACKS,Corsa R14,Cable Lock,Yes,420
16,March,theft bicycle,Unknown,Unknown,"FSH WEST CAMPUS FAMILY HOUSING 716, #104",Specialized,Not Listed,No,500
16,November,theft bicycle,Unknown,Unknown,SANTA CRUZ RES HALL RACKS,Diamondback,U-Lock,No,500
16,June,theft bicycle,Unknown,Unknown,TROPICANA DEL NORTE RACKS at rear of structure,Trek,U-Lock,No,500
16,March,theft bicycle,Unknown,Unknown,PHELPS HALL RACKS,Specialized,Cable Lock,Yes,500
16,February,theft bicycle,Unknown,Unknown,MESA RD LOT 17,Electra,Not Listed,Yes,500
16,January,theft bicycle,Unknown,Unknown,STUDENT RESOURCE BLDG RACKS,Trek,U-Lock,No,505
16,September,theft bicycle,Unknown,Unknown,FSH WEST CAMPUS FAMILY HOUSING 708 BOLTON WALK,MQSSQ,Cable Lock,No,520
16,March,theft bicycle,Unknown,Unknown,SANTA ROSA RES HALL Bike racks,Mingroni,Cable Lock,No,600
16,May,theft bicycle,Unknown,Unknown,FSH STORKE FAMILY HOUSING 773 UNIT H,Specialized,Chain Lock,No,600
16,November,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS #427,Micargi Avant,Not Locked,No,600
16,August,theft bicycle,Unknown,Unknown,SAN NICOLAS RES HALL RACKS,Trek,Not Listed,Yes,600
16,December,theft bicycle,Unknown,Unknown,MADRONA WALK ,Specialized,U-Lock,No,700
16,June,theft bicycle,Unknown,Unknown,DONNER VILLAGE ,Raleigh,Cable Lock,No,790
16,April,theft bicycle,Unknown,Unknown,MUSIC RACKS,unknown,U-Lock,Yes,880
16,June,theft bicycle,Unknown,Unknown,JUNIPER WALK RACKS,Trek,Cable Lock,No,1000
16,September,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) RACKS,Trek,Cable Lock,No,1015
16,October,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) ,Bontrager,Not Locked,No,1050
16,November,theft bicycle,Unknown,Unknown,SAN CLEMENTE STRUCTURE (BLDG 50) RM STORAGE AREA,Worksman Trading Corporation,Cable Lock,No,1230
16,October,theft bicycle,Unknown,Unknown,SAN NICOLAS RES HALL ,,U-Lock,Yes,1550
16,November,theft bicycle,Unknown,Unknown,CYPRESS WALK 794 APART H,Cannondale,Not Listed,No,1560
16,November,theft bicycle,Unknown,Unknown,ARROWHEAD VILLAGE BIKE RACKS BY STRUCTURE 50,Sklar,Cable Lock,No,4040
16,February,theft bicycle,Wednesday,08:00-16:00,MUSIC N/S RACKS,Wave,Not Locked,Yes,80
16,June,theft bicycle,Wednesday,08:00-16:00,HSSB ,Bianchi,Not Locked,No,120
16,August,theft bicycle,Wednesday,16:00-24:00,LIBRARY QUAD ,Electra,Not Locked,No,150
16,February,theft bicycle,Wednesday,16:00-24:00,PHELPS HALL BIKE RACKS,Trek,Not Locked,No,200
16,November,theft bicycle,Wednesday,16:00-24:00,FSH WEST CAMPUS FAMILY HOUSING RACKS NEXT TO BLD 714,Nashbar,U-Lock,No,250
16,August,theft bicycle,Wednesday,08:00-16:00,ENGINEERING 2 RACKS,Specialized,Combo,No,260
16,February,theft bicycle,Wednesday,08:00-16:00,ARTS RACKS,Unknowm,Not Listed,No,300
16,June,theft bicycle,Wednesday,08:00-16:00,ORTEGA DINING COMMONS OUTSIDE,Schwinn,U-Lock,No,330
16,August,theft bicycle,Wednesday,16:00-24:00,CAMPBELL HALL RACKS,6KU,U-Lock,Yes,350
16,April,theft bicycle,Wednesday,08:00-16:00,DAVIDSON LIBRARY RACKS,Trek,Cable Lock,No,500
16,May,theft bicycle,Wednesday,08:00-16:00,HSSB RACKS,Merida,Not Locked,No,600
16,June,theft bicycle,Wednesday,08:00-16:00,"FSH STORKE FAMILY HOUSING 798, RACKS",Specialized,Cable Lock,Yes,2000
17,February,theft bicycle,Friday,08:00-16:00,CHEMISTRY From Lot 11,Raleigh,U-Lock,No,120
17,March,theft bicycle,Monday,16:00-24:00,REC-CENTER RACKS,Schwinn,Cable Lock,Yes,50
17,January,theft bicycle,Monday,16:00-24:00,BROIDA HALL RACKS NEAR TRAILERS NEXT TO,Giant,Not Listed,No,300
17,March,theft bicycle,Monday,08:00-16:00,TROPICANA GARDENS ,Giant,Not Listed,No,400
17,February,theft bicycle,Saturday,16:00-24:00,KERR HALL ,Macargi,Not Listed,No,250
17,March,theft bicycle,Sunday,16:00-24:00,BIRCH WALK ,GT Aggressor,Cable Lock,Yes,50
17,February,theft bicycle,Sunday,24:00-08:00,SIERRA MADRE VILLAGE (STUDENTS) TOLUCA HOUSE,6KU,U-Lock,Yes,100
17,January,theft bicycle,Thursday,08:00-16:00,CAMPBELL HALL BIKE RACK AT CAMPBELL HALL,Kent Glendale,Not Locked,No,100
17,February,theft bicycle,Thursday,08:00-16:00,SAASB RACKS,Trek,Not Locked,No,200
17,February,theft bicycle,Thursday,08:00-16:00,THEATER & DANCE BIKE RACKS,Trek,Not Locked,Yes,200
17,March,theft bicycle,Thursday,16:00-24:00,DAVIDSON LIBRARY Racks on south side,Diamondback,Not Listed,Yes,250
17,February,theft bicycle,Thursday,16:00-24:00,SANTA CRUZ RES HALL ,Specialized,Not Listed,Yes,300
17,January,theft bicycle,Tuesday,08:00-16:00,MANZANITA VILLAGE Bike racks near Arguello House,Unknown,Not Locked,Yes,70
17,January,theft bicycle,Tuesday,16:00-24:00,ORTEGA DINING COMMONS BIKE RACKS,Huffy,Not Locked,Yes,200
17,January,theft bicycle,Tuesday,16:00-24:00,CHEMISTRY BIKE RACKS,Giant,Cable Lock,No,240
17,January,theft bicycle,Unknown,Unknown,MATERIAL RESEARCH LAB ENG2,Huffy-Superia,U-Lock,No,80
17,January,theft bicycle,Unknown,Unknown,SANTA CATALINA (FT) ,Roadmaster,Not Listed,Yes,80
17,January,theft bicycle,Unknown,Unknown,SAN MIGUEL RES HALL RACKS,Triax,Not Locked,Yes,80
17,March,theft bicycle,Unknown,Unknown,SAN JOAQUIN BIKE RACKS,,Cable Lock,No,110
17,February,theft bicycle,Unknown,Unknown,HARDER STADIUM/ MEREDITH FIELD ,Sku,Not Listed,Yes,140
17,March,theft bicycle,Unknown,Unknown,BRADBURY VILLAGE BIKE RACKS,Micargi,Cable Lock,Yes,150
17,March,theft bicycle,Unknown,Unknown,MANZANITA VILLAGE ,Roadmaster,Not Listed,Yes,150
17,March,theft bicycle,Unknown,Unknown,ANACAPA RES HALL Bike Racks,SE,Not Listed,Yes,175
17,January,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS BIKE RACKS,Critical Cycles,Combo,No,200
17,February,theft bicycle,Unknown,Unknown,SAN JOAQUIN RACKS,Kent,Not Locked,No,200
17,February,theft bicycle,Unknown,Unknown,SANTA CRUZ RES HALL ,Infiniti,Not Listed,Yes,200
17,February,theft bicycle,Unknown,Unknown,SOUTH HALL south hall/annex,Fuji,Not Locked,Yes,250
17,January,theft bicycle,Unknown,Unknown,IV THEATRE BIKE RACKS,PureFix,Not Listed,Yes,300
17,January,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS 208,Giant,Cable Lock,Yes,535
17,March,theft bicycle,Unknown,Unknown,ANACAPA RES HALL ,LIV,Chain Lock,Yes,550
17,February,theft bicycle,Unknown,Unknown,SSH SANTA YNEZ APARTMENTS ,Novara,Not Listed,Yes,700
17,March,theft bicycle,Wednesday,08:00-16:00,PHELPS HALL ,Specialized,U-Lock,No,100
17,February,theft bicycle,Wednesday,08:00-16:00,CAMPBELL HALL ,Trek,Not Locked,Yes,450
